timestamp,emotion
timestamp,emotion
2025-04-23 18:57:12,Happy
2025-04-23 18:57:13,Happy
2025-04-23 18:57:16,Happy
2025-04-23 18:57:17,Happy
2025-04-23 18:57:17,Happy
2025-04-23 18:57:17,Happy
2025-04-23 18:57:18,Happy
2025-04-23 18:57:18,Happy
2025-04-23 18:57:18,Happy
2025-04-23 18:57:18,Happy
2025-04-23 18:57:19,Happy
2025-04-23 18:57:19,Happy
2025-04-23 18:57:19,Happy
2025-04-23 18:57:20,Happy
2025-04-23 18:57:20,Happy
2025-04-23 18:57:20,Happy
2025-04-23 18:57:21,Happy
2025-04-23 18:57:21,Happy
2025-04-23 18:57:21,Happy
2025-04-23 18:57:22,Happy
2025-04-23 18:57:22,Happy
2025-04-23 18:57:22,Happy
2025-04-23 18:57:23,Happy
2025-04-23 18:57:23,Happy
2025-04-23 18:57:24,Happy
2025-04-23 18:57:24,Happy
2025-04-23 18:57:24,Happy
2025-04-23 18:57:24,Happy
2025-04-23 18:57:24,Happy
2025-04-23 18:57:24,Happy
2025-04-23 18:57:24,Happy
2025-04-23 18:57:24,Happy
2025-04-23 18:57:25,Happy
2025-04-23 18:57:25,Happy
2025-04-23 18:57:25,Happy
2025-04-23 18:57:26,Happy
2025-04-23 18:57:26,Happy
2025-04-23 18:57:26,Happy
2025-04-23 18:57:26,Happy
2025-04-23 18:57:27,Happy
2025-04-23 18:57:27,Happy
2025-04-23 18:57:27,Happy
2025-04-23 18:57:27,Happy
2025-04-23 18:57:28,Contempt
2025-04-23 18:57:28,Contempt
2025-04-23 18:57:28,Contempt
2025-04-23 18:57:29,Contempt
2025-04-23 18:57:29,Contempt
2025-04-23 18:57:30,Contempt
2025-04-23 18:57:30,Contempt
2025-04-23 18:57:30,Contempt
2025-04-23 18:57:30,Contempt
2025-04-23 18:57:30,Contempt
2025-04-23 18:57:30,Contempt
2025-04-23 18:57:30,Contempt
2025-04-23 18:57:30,Contempt
2025-04-23 18:57:31,Contempt
2025-04-23 18:57:31,Contempt
2025-04-23 18:57:31,Contempt
2025-04-23 18:57:31,Contempt
2025-04-23 18:57:32,Contempt
2025-04-23 18:57:32,Contempt
2025-04-23 18:57:33,Happy
2025-04-23 18:57:33,Happy
2025-04-23 18:57:33,Happy
2025-04-23 18:57:34,Happy
2025-04-23 18:57:35,Happy
2025-04-23 18:57:35,Happy
2025-04-23 18:57:36,Happy
2025-04-23 18:57:36,Happy
2025-04-23 18:57:36,Happy
2025-04-23 18:57:36,Happy
2025-04-23 18:57:36,Happy
2025-04-23 18:57:36,Happy
2025-04-23 18:57:36,Happy
2025-04-23 18:57:36,Happy
2025-04-23 18:57:37,Happy
2025-04-23 18:57:37,Happy
2025-04-23 18:57:37,Happy
2025-04-23 18:57:38,Happy
2025-04-23 18:57:38,Happy
2025-04-23 18:57:38,Happy
2025-04-23 18:57:39,Happy
2025-04-23 18:57:39,Happy
2025-04-23 18:57:39,Happy
